fuel_split,KM,LSBMSPackSOC_h6HSC6_init,VehSpdAvgNonDrvn_h1HSC1_mean,VehSpdAvgNonDrvn_h1HSC1_std,EPTAccelActuPosHSC1_mean,EPTAccelActuPosHSC1_std,ACComprActuPwrHSC1_mean,ACComprActuPwrHSC1_std,BrkPdlDrvrAppdPrs_h1HSC1_mean,BrkPdlDrvrAppdPrs_h1HSC1_std,StrgWhlAngHSC1_mean,StrgWhlAngHSC1_std,VSELongtAcc_h1HSC1_mean,VSELongtAcc_h1HSC1_std,predict
819776,40.64857581,83.5,23.68836469,20.54353992,3.601132254,5.775811967,0.137407042,0.072085728,519.6458924,1045.581479,-2.459466888,35.21997664,-0.000177256,0.579693241,1859995.57614
3334960,51.00336558,32.3,33.50280378,27.22017721,4.866910574,7.046947278,0.124258736,0.068172069,333.3637442,846.0113608,0.286406204,42.62997668,-0.002953198,0.568353561,3763636.16792
2345296,23.01173836,24.6,24.4298219297,15.1496908138,5.4614075017,2.46670286092,0.417713442433,0.149566586167,205.75082311,233.587876424,-15.4154877851,41.2820061358,-0.0236470259291,0.150052698901,1782393.9346
768816,5.792877639,21.5,13.7105593645,10.4291346208,2.05475029228,1.18986539412,0.541476463577,0.0556748788566,278.72036837,108.134718659,16.0351996396,24.7300201038,-0.00554737564844,0.0236894670073,504147.113524
6466752,84.25398647,43.8,29.63524619,17.8017833443,4.00476392835,1.78972096794,0.462018100721,0.108463767556,204.93034254,115.150606782,-6.54661359345,22.7016004094,-0.0228749870361,0.113238333607,7812137.45656
1891040,49.76612847,82.4,46.05013816,32.07831983,7.963687135,11.00934803,0.097935484,0.087297337,164.8014394,423.7240311,-0.919625421,29.55710684,0.010236473,0.60874099,2971080.52608
3566304,49.70283058,31.5,37.3362562707,22.7961915932,3.78318293563,2.25513171562,0.416602922354,0.0950662500842,229.582749623,286.500499835,-8.24554036805,41.4097885574,-0.0714253856207,0.114452860379,4272620.4072
449808,18.42104222,82.4,23.8313662273,16.6128428791,2.98854007686,1.18812679627,0.494873789067,0.07346717722,271.204474259,139.754022686,1.59870378735,10.0252881424,-0.0352138077727,0.0647396540261,272562.444844
611584,18.68360178,52.2,24.4039166668,16.5581565481,3.13799260229,1.56933034718,0.482966174437,0.0837847482674,241.226154185,125.016736662,4.70216953449,16.9555181018,-0.0371472915106,0.0648457318312,894539.971571
1906496,28.66984683,33.1,28.0267743276,20.1200777351,2.86596786892,0.84238859996,0.472336927587,0.0861125057047,228.77539948,150.64128336,-0.0925508740327,3.60111895436,-0.042817026083,0.0678467395845,1761450.98001
1382112,18.72318897,28.3,18.062210718,16.9760605285,2.19592596033,1.1753509897,0.520365440718,0.080333866725,252.122464592,129.643603455,13.5960809891,23.8067758722,-0.0194125335276,0.0501971783761,1448045.43333
4189616,50.52609025,26.0,24.5744595782,20.0255034522,2.8449242249,1.61215087013,0.501696226572,0.0935815785628,277.104827705,164.755936128,7.74868621531,14.0217105451,-0.0375325761922,0.0727922891518,4452792.77514
0,6.060147694,61.3,18.21469303,19.9517171232,2.01471394189,1.39074427345,0.526283748658,0.0929819283651,242.990189156,146.73141488,20.7128118125,25.4689298843,-0.0350733313854,0.0658696209341,-357872.817699
391936,5.231647361,32.5,18.0934341621,21.2641243242,2.04667620114,1.55695572945,0.519988936459,0.0995781185479,287.344150794,168.346725249,13.7184749588,21.3483788966,-0.0496297980697,0.078767608408,-256668.474369
